api_path,target_owner,namespace,build263_review,notes
functions/api/_lib/accounting-gl.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/social-compliance.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/social-dispatch.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/social-platform-dispatch.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/staff-auth.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/staff-session.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/startup-process-catalog.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/vehicle-catalog.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/vehicle-media-scoring.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/_lib/water-restrictions.js,platform_core,_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/accounting-gl.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/accounting.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/analytics-rollups.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/app-settings.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/booking-documents.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/booking-location.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/catalog-movements.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/crew-assignments.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/customer-auth-tokens.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/customer-session.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/gift-delivery.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/http.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/membership-reminders.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/notification-hooks.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/payroll.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/pricing-catalog.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/provider-dispatch.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/staff-auth.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/staff-session.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/vehicle-catalog.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/_lib/vehicle-media-scoring.js,admin,admin/_lib,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/abandoned_orders_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/abandoned_recovery_enqueue.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_accounts_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_bank_reconciliation.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_document_upload_url.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_documents.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_entry_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_export.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_month_end_checklist.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_owner_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_payable_settle.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_payables_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_payroll_payout_reconciliation.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_period_close.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_recurring_expenses.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_remittance_post.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_statement_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_tax_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_vendors.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/accounting_year_end_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/analytics_overview.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/analytics_registry_add_event.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/analytics_registry_warnings.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/analytics_rollups_refresh.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/app_settings_get.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/app_settings_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/assign.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/assign_booking.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/attention_task_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/auth_bootstrap_admin_password.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/auth_change_my_password.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/auth_login.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/auth_logout.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/auth_me.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/auth_set_password.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/block_date.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/block_slot.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/blocks.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/blocks_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/blocks_range_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/blocks_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_assignment_map.js,operations,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_availability.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_cancel.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_complete.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_confirm.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_customer_link.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_detail.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_finance.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_form_data.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_update.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/booking_vehicle_size_review.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/bookings.js,operations,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/bookings_delete.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/bookings_search.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_amazon_matches.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_bulk_import.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_bulk_visibility.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_audit_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_bulk_update.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_merge.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_post.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_post_reverse.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_posting_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_project_reservations.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_inventory_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_items_get.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_items_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_low_stock_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_publish_readiness.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_purchase_order_remind.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_purchase_order_update.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_purchase_orders_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_readiness_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_reorder_request.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_stock_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_supplier_link_preview.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_usage_add.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/catalog_usage_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/content_blocks_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/content_blocks_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/content_faqs_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/content_faqs_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/conversion_funnel_summary.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_advanced_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_archive_download.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_batch_approval.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_booking_link.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_daip_associate.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_detail.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_draft_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_line_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_line_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_link_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_output_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_project_session_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/creative_projects_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_account_help_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_account_help_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_admin_access_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_admin_detail.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_admin_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_admin_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_profiles_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_profiles_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_tiers_delete.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_tiers_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customer_tiers_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customers_delete.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customers_detail.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customers_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/customers_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_gate_c_technical_review_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_gate_c_technical_review_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_governance_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_governance_decision_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_intake_dry_run_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_intake_dry_run_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_intake_policy_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_abort.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_asset_review.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_complete.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_job_action.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_part.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_session_parts.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_media_start.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_phase1_readiness_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_phase1_readiness_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_private_mvp_design_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_private_mvp_design_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_test_asset_register.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_test_dashboard.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_test_job_archive.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_test_job_create.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/daip_test_privacy_review_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/dashboard_summary.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/day_schedule.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/document_template_preview.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/document_template_send_test.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_content_audit.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_navigation_link_scan.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_setting_dependency_map.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_settings_audit_export.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_settings_fallback_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_compare.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_history.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_history_diff.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_restore.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_status.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_sync.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/editable_site_settings_validate.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/final_balance_checkout_create.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/final_balance_request_create.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/final_balance_request_manage.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/final_balance_requests_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/gallery_approvals_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/gallery_approvals_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/gallery_image_health_report.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/gallery_media_candidates_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/incident_report_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/incident_report_upload.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/incident_reports_list.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/integration_status.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/invoice_export_package.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/job_completion_detail.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/job_completion_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/job_summary_generate.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/job_time_entries_get.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/job_time_entry_post.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/job_time_summary_get.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/jobsite_delete.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/jobsite_detail.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/jobsite_intake_get.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
functions/api/admin/jobsite_intake_save.js,admin,admin,inventory_only,Ownership hint only; server authorization remains endpoint-specific.
